     ID            x            y            V           eV           BV          eBV           VI          eVI           UB          eUB  
    264    1249.7030    1269.1640      13.5456       0.0250       0.7566       0.0598       0.7102       0.0294       0.3502       0.0321  
    265     694.4800    1741.3920      13.6957       0.0220       0.7115       0.0677       0.6877       0.0274       0.0760       0.0397  
    266     420.9740    3864.1740      13.6972       0.0262       1.5154       0.0719       1.5391       0.0424       1.0629       0.0444  
    267    3326.3040    1151.6930          nan       0.0108          nan          nan       0.8092       0.0161          nan          nan  
    268     254.2590     383.6980      14.4846       0.0241       0.8152       0.0539          nan          nan       0.2464       0.0255  
    269    3546.1640    3047.6970      13.9434       0.0220       0.7737       0.0500       0.6814       0.0288       0.2611       0.0244  
    270     132.3800    2180.5530          nan       0.0210          nan          nan       0.7993       0.0326          nan          nan  
    271    3610.5610    2346.7940          nan       0.0084          nan          nan       2.2060       0.0133          nan          nan  
    272    1911.3310     704.8900      14.0444       0.0159       0.8322       0.0553       0.9694       0.0252       0.0800       0.0389  
    273    3499.6390    3850.4940      14.6740       0.0178       2.4463       0.0454       2.8297       0.0238       0.9943       0.0286  
    274     523.7830      88.3060      12.7082       0.0290       2.2548       0.0693          nan          nan       1.3282       0.0391  
    275    3693.0250     935.7500          nan       0.0110          nan          nan       0.8110       0.0166          nan          nan  
    276    1457.7830     308.9370      14.0089       0.0270       0.7956       0.0630       0.6643       0.0379       0.0398       0.0347  
    277    1215.1960     330.3530      14.0004       0.0170       0.8030       0.0517       0.7336       0.0295       0.2464       0.0368  
    278     871.2260    3824.8620          nan       0.1360          nan          nan          nan          nan          nan          nan  
    279    1629.9090    2484.9730      14.2214       0.0137       1.5850       0.0378       1.6471       0.0170       0.7682       0.0249  
    280    1132.6920    1807.7450      14.3085       0.0126       1.6850       0.0376       1.7938       0.0163       1.0746       0.0273  
    281    1327.9490    3104.9350      13.9157       0.0120       0.9140       0.0349       0.7768       0.0176       0.5440       0.0200  
    282    3584.4520    1496.2480          nan       0.0103          nan          nan       3.4777       0.0190          nan          nan  
    283      10.6530    1447.8040      15.1518       0.0990       0.1015       0.1482          nan          nan          nan          nan  
    284    1579.4290    3860.2030          nan       0.0260          nan          nan       0.8092       0.0342          nan          nan  
    285    1301.2240    1981.7970      14.3189       0.0180       1.8253       0.0417       1.8775       0.0221       1.1011       0.0246  
    286     755.0720    3156.4580      14.0204       0.0130       1.1946       0.0500       1.2457       0.0213       0.5362       0.0332  
    287    1980.4940       4.3820          nan       0.0410          nan          nan       0.7813       0.0547          nan          nan  
    288    2962.2200    2427.2530      13.9531       0.0126       0.8945       0.0337       0.8425       0.0187       0.2180       0.0233  
    289    1629.3060    3107.4400      15.0323       0.0084       2.7318       0.0276       3.2176       0.0130       0.6615       0.0237  
    290    2949.2300    2353.7320      13.8506       0.0110       0.7566       0.0354       0.6508       0.0163       0.0956       0.0252  
    291    2483.9450    1472.6550      14.2246       0.0124       0.6407       0.0472       0.8317       0.0194       0.2464       0.0300  
    292     789.0670    2977.0440      13.9910       0.0106       0.8237       0.0486       0.7264       0.0180       0.4275       0.0337  
    293    1915.7720    2553.3580      13.6256       0.0190       0.9311       0.0414       0.7381       0.0217       0.5127       0.0214  
    294     146.1580    2452.1420          nan       0.0175          nan          nan       0.6058       0.0294          nan          nan  
    295     742.6330    1734.0660      14.2246       0.0210       1.7424       0.0576       1.7461       0.0264       1.2215       0.0357  
    296     499.9310    2984.7530      13.8663       0.0200       1.4862       0.0643       1.5418       0.0308       0.9376       0.0393  
    297     527.4830     833.9500          nan       0.0159          nan          nan       1.4266       0.0275          nan          nan  
    298    3215.4970     808.2910          nan       0.0091          nan          nan       1.5634       0.0140          nan          nan  
    299    1480.5390    3217.9830      14.1293       0.0100       0.8188       0.0311       0.9136       0.0149       0.2141       0.0197  
    300     874.2590      10.9980          nan       0.0284          nan          nan       1.3402       0.0420          nan          nan  
    301      13.4200    1449.8360          nan       0.0257          nan          nan       1.3249       0.0386          nan          nan  
    302    1192.1640     375.5010      14.0448       0.0172       0.7542       0.0686       0.7543       0.0290       0.3737       0.0488  
    303    2224.0000    3212.0020      13.7235       0.0087       0.8164       0.0362       0.5905       0.0130       0.1005       0.0293  
    304    3610.8980     551.3220          nan       0.0100          nan          nan       0.9847       0.0160          nan          nan  
    305     952.0630    2986.7660      14.0694       0.0099       1.1507       0.0397       1.1242       0.0163       0.5127       0.0263  
    306     358.1090    1027.1890          nan       0.0210          nan          nan       0.6202       0.0314          nan          nan  
    307    3296.2000     239.4360          nan       0.0175          nan          nan       0.8218       0.0265          nan          nan  
    308     338.8870     947.7950          nan       0.0220          nan          nan       0.5509       0.0321          nan          nan  
    309     545.9740    1867.0210      14.0684       0.0160       0.7883       0.0600       0.8470       0.0222       0.3237       0.0379  
    310    3306.1140    3511.6590      14.2073       0.0210       0.6017       0.0509       0.6085       0.0288       0.2474       0.0264  
    311    3921.6490    3217.0870      14.4518       0.0127       2.5366       0.0326       3.0907       0.0200       0.7378       0.0215  
    312    1210.6920    3659.3910      14.2060       0.0200       1.8082       0.0566       1.8514       0.0293       1.2508       0.0394  
    313     194.2870    3235.2210      13.7369       0.0198       2.4622       0.0608       2.7352       0.0439       1.1040       0.0448  
    314    3613.1630    3965.9600      16.8916       0.0106       2.6110       0.0350       5.3065       0.0161      -0.5701       0.0311  
    315     300.8270     790.6350      13.6587       0.0209       1.5081       0.0534          nan          nan       1.1216       0.0341  
    316     141.4130      64.6930      14.7500       0.0285       0.5187       0.0688          nan          nan       0.4089       0.0377  
    317    2057.1390    3146.9990      13.9507       0.0088       0.8127       0.0334       0.7849       0.0135       0.3453       0.0257  
    318    1540.7010    1150.1110      14.4306       0.0191       1.8436       0.0461       1.8379       0.0246       1.2185       0.0322  
    319    3810.3490    1158.0960          nan       0.0070          nan          nan       2.2582       0.0132          nan          nan  
    320    2220.7820    1167.5980      14.0708       0.0144       0.6956       0.0387       0.6688       0.0216       0.3404       0.0251  
    321     941.1940     312.7410      14.0581       0.0200       0.9237       0.0566       0.8803       0.0320       0.6967       0.0352  
