#ID              x       y     V      eV      BV     eBV      UB     eUB      VI     eVI
878        1005.64 1724.40 13.442  0.156   3.164   0.216   1.040   0.147   INDEF   INDEF  
879        776.892 3646.28 15.537  0.013   1.808   0.034   1.073   0.036   2.036   0.017  
880        3378.41 2161.52 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
881        931.930 1921.79 16.477  0.016   2.249   0.031   1.044   0.042   2.483   0.016  
882        1934.46 1224.26 16.141  0.019   2.098   0.029   1.033   0.033   2.270   0.019  
883        2447.14 75.124  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
884        3189.15 1779.40 15.487  0.044   1.086   0.064   0.329   0.048   1.129   0.043  
885        986.325 1770.65 15.529  0.013   1.034   0.029   0.317   0.028   1.145   0.014  
886        649.759 2970.94 15.390  0.014   1.778   0.033   1.329   0.032   1.842   0.016  
887        2821.24 893.065 15.868  0.019   2.695   0.032   0.519   0.033   3.112   0.022  
888        4027.56 3657.62 15.402  0.011   1.186   0.022   1.130   0.021   1.312   0.013  
889        944.592 1776.81 15.495  0.018   0.851   0.032   0.363   0.029   0.914   0.019  
890        3458.76 326.590 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
891        1984.31 2283.74 15.769  0.015   1.784   0.025   0.902   0.024   1.798   0.015  
892        2611.54 1791.88 15.516  0.014   1.216   0.027   0.353   0.025   1.181   0.014  
893        280.303 2294.53 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
894        2322.35 3960.26 15.580  0.013   1.520   0.029   0.903   0.030   1.520   0.014  
895        3215.59 434.047 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
896        1745.72 20.577  15.586  0.020   1.031   0.033   INDEF   INDEF   1.150   0.024  
897        1738.02 2.769   15.989  0.029   1.371   0.040   INDEF   INDEF   2.031   0.031  
898        364.522 1423.86 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
899        2456.73 3693.43 15.350  0.016   0.994   0.029   0.765   0.027   0.914   0.017  
900        718.959 749.011 15.510  0.017   0.955   0.035   0.338   0.036   0.946   0.020  
901        3218.28 1781.36 15.382  0.011   1.065   0.020   0.844   0.020   0.913   0.012  
902        2497.82 3585.94 15.427  0.017   1.043   0.028   0.364   0.026   0.993   0.017  
903        1732.18 3971.18 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
904        764.245 1799.83 15.877  0.016   1.753   0.033   1.189   0.034   1.893   0.016  
905        1180.93 1736.35 15.538  0.014   0.996   0.026   0.529   0.025   1.128   0.015  
906        2538.40 1846.34 16.056  0.013   2.070   0.025   0.974   0.028   2.151   0.014  
907        2894.68 627.335 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
908        1698.94 3201.54 16.210  0.009   2.268   0.019   0.963   0.028   2.531   0.010  
909        1541.86 2654.80 15.742  0.015   1.688   0.025   0.908   0.023   1.708   0.015  
910        1620.11 2599.95 15.861  0.016   1.048   0.024   0.159   0.020   INDEF   INDEF  
911        3448.16 304.629 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
912        1227.81 2458.81 15.565  0.012   1.168   0.022   0.451   0.020   1.155   0.014  
913        1717.66 1583.88 16.654  0.016   2.679   0.024   0.528   0.032   3.018   0.016  
914        1220.42 3946.21 15.628  0.015   1.312   0.036   0.774   0.044   1.456   0.019  
915        1654.34 1282.80 15.576  0.018   1.045   0.026   0.292   0.022   1.090   0.018  
916        3444.97 2453.04 15.614  0.009   0.917   0.018   0.403   0.019   0.940   0.012  
917        2277.86 3000.07 15.863  0.009   1.888   0.017   1.157   0.022   1.960   0.010  
918        2197.09 2083.90 15.851  0.015   0.930   0.023   0.385   0.023   INDEF   INDEF  
919        249.486 3238.98 15.689  0.016   1.016   0.039   0.387   0.039   1.239   0.021  
920        1032.28 2995.98 16.114  0.011   2.288   0.024   1.136   0.032   2.492   0.012  
921        1925.61 3955.95 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
922        833.621 713.184 15.614  0.014   0.976   0.033   0.291   0.036   1.004   0.018  
923        1994.12 84.953  INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
924        2415.03 3081.46 15.597  0.009   1.016   0.018   0.377   0.021   1.041   0.011  
925        3101.24 2721.34 15.671  0.010   0.888   0.018   0.413   0.021   0.912   0.014  
926        815.648 2255.12 15.558  0.017   1.160   0.031   0.397   0.029   1.176   0.017  
927        3349.54 2042.01 15.502  0.009   1.239   0.020   0.957   0.023   1.169   0.010  
928        857.000 2020.82 15.530  0.015   1.054   0.030   0.268   0.030   0.983   0.016  
929        3193.09 3054.93 15.604  0.009   1.119   0.018   0.533   0.021   1.065   0.013  
930        1345.46 3002.86 15.693  0.011   1.795   0.021   0.910   0.021   1.879   0.012  
931        2154.37 2202.83 16.030  0.016   2.039   0.027   0.978   0.027   2.114   0.016  
932        2345.87 3393.07 15.496  0.013   0.987   0.024   0.532   0.024   0.937   0.015  
933        355.124 995.976 15.199  0.017   1.705   0.030   1.181   0.032   INDEF   INDEF  
934        3688.90 3951.03 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
935        1015.24 1996.82 16.104  0.016   1.924   0.029   1.014   0.031   2.066   0.016  
936        1909.87 2904.18 15.765  0.014   0.905   0.021   0.398   0.017   1.003   0.017  
937        2385.59 3134.39 15.569  0.010   0.947   0.019   0.503   0.021   0.997   0.012  
938        416.677 2302.03 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
939        3754.98 3459.53 15.708  0.011   1.023   0.020   0.371   0.019   1.158   0.013  
940        2570.06 1407.64 15.691  0.016   1.776   0.031   0.921   0.032   1.812   0.017  
941        2938.36 3057.00 15.642  0.009   1.064   0.018   0.429   0.021   1.104   0.012  
942        1925.86 1100.29 15.606  0.019   1.112   0.028   0.440   0.025   1.080   0.020  
943        3682.80 2749.23 15.695  0.007   1.031   0.017   0.316   0.018   1.083   0.011  
944        298.645 3789.19 15.670  0.019   2.150   0.038   1.298   0.041   2.508   0.024  
945        3353.07 2420.03 15.603  0.007   1.519   0.018   0.865   0.020   1.495   0.010  
946        905.553 1926.51 15.524  0.014   0.853   0.030   0.426   0.030   0.931   0.015  
947        1750.31 2848.79 15.701  0.015   1.507   0.022   1.130   0.018   1.637   0.015  
948        3580.25 3582.92 15.690  0.011   0.978   0.021   0.329   0.019   1.011   0.013  
949        1541.05 3091.82 15.617  0.010   1.029   0.018   0.530   0.017   1.050   0.012  
950        3963.74 216.974 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
951        3076.92 2345.43 15.650  0.009   0.953   0.017   0.442   0.019   0.952   0.012  
952        1650.20 2388.09 15.577  0.012   1.060   0.022   0.274   0.023   1.036   0.013  
953        4000.52 3320.71 15.572  0.010   1.736   0.021   0.951   0.024   2.026   0.016  
954        968.535 4038.02 15.931  0.019   1.695   0.041   1.189   0.052   1.952   0.021  
955        2295.03 594.390 15.412  0.022   1.098   0.041   0.927   0.037   0.905   0.025  
956        2849.40 1934.41 16.055  0.012   2.093   0.031   1.255   0.038   2.061   0.013  
957        2284.57 4009.51 15.519  0.013   0.835   0.030   0.461   0.031   0.862   0.015  
958        3702.58 1306.15 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
959        2115.76 1968.32 16.301  0.011   2.356   0.020   1.051   0.029   2.416   0.012  
960        615.832 3368.94 15.816  0.011   2.130   0.032   1.172   0.038   2.410   0.015  
961        4081.71 4014.62 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
962        2268.80 2736.95 15.718  0.013   0.850   0.019   0.210   0.017   0.917   0.015  
963        235.693 1774.53 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
964        1738.74 2669.31 15.636  0.015   1.049   0.022   0.281   0.019   1.006   0.016  
965        37.919  1036.49 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
966        1423.72 3107.02 16.013  0.010   1.583   0.021   0.827   0.021   2.262   0.011  
967        2867.67 116.923 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
968        261.627 4019.95 15.785  0.020   0.732   0.039   0.430   0.040   1.001   0.026  
969        1402.33 898.951 15.667  0.019   1.118   0.034   0.388   0.032   1.216   0.020  
970        919.410 1251.77 15.685  0.019   1.174   0.035   0.441   0.034   1.291   0.020  
971        3511.61 326.414 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
972        2878.00 1889.84 15.640  0.013   1.193   0.028   0.305   0.026   1.105   0.015  
973        649.197 2815.62 16.211  0.013   2.297   0.033   1.219   0.040   2.520   0.015  
974        3406.17 539.441 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
975        1068.98 530.107 16.222  0.015   2.204   0.033   INDEF   INDEF   2.542   0.018  
976        3389.67 3643.62 15.719  0.011   0.903   0.023   0.412   0.023   0.992   0.014  
977        1975.70 133.887 15.724  0.019   0.890   0.037   0.473   0.034   0.924   0.024  
978        992.765 1858.78 15.496  0.017   0.876   0.030   0.446   0.027   0.876   0.017  
979        197.658 2035.50 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
980        1770.19 2032.77 15.771  0.009   1.883   0.015   0.946   0.017   1.957   0.010  
981        1397.11 946.934 16.364  0.022   2.216   0.037   1.167   0.042   2.400   0.022  
982        727.384 3432.19 15.660  0.011   0.988   0.030   0.610   0.031   1.051   0.015  
983        2252.34 3079.59 15.692  0.007   1.334   0.015   0.667   0.020   1.381   0.009  
984        2332.42 714.248 15.911  0.022   2.261   0.038   1.196   0.041   2.359   0.024  
985        2606.15 967.819 15.685  0.019   1.058   0.033   0.457   0.029   1.075   0.021  
986        316.334 1625.86 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
987        822.471 61.957  15.831  0.021   0.920   0.032   0.661   0.026   INDEF   INDEF  
988        2098.53 1738.35 17.549  0.015   2.734   0.025   0.168   0.041   3.582   0.015  
989        809.186 3983.27 15.785  0.019   0.895   0.038   0.532   0.053   1.303   0.023  
990        2025.73 281.109 15.722  0.020   1.075   0.041   0.341   0.040   1.134   0.024  
991        1071.52 1922.56 15.816  0.015   1.041   0.028   0.341   0.027   1.164   0.023  
992        1001.20 3901.44 15.673  0.015   1.032   0.038   0.667   0.058   1.181   0.019  
993        129.820 847.857 15.895  0.021   0.993   0.031   0.445   0.026   INDEF   INDEF  
994        369.821 878.597 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
995        1348.40 2066.28 15.743  0.012   1.186   0.020   0.345   0.019   1.302   0.013  
996        3835.66 2788.76 15.771  0.009   1.772   0.019   1.158   0.022   1.892   0.011  
997        1781.44 3061.61 15.795  0.008   1.025   0.016   0.189   0.016   1.006   0.011  
998        2497.90 2822.70 15.791  0.014   1.402   0.024   1.168   0.025   1.531   0.014  
999        4035.14 2288.86 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1000       3463.41 1008.84 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1001       3835.69 1649.06 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1002       252.871 2955.30 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1003       1973.36 3125.66 15.753  0.006   1.016   0.014   0.313   0.016   1.023   0.010  
1004       3363.90 1257.69 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1005       2188.81 3061.52 15.711  0.007   1.034   0.014   0.542   0.016   1.080   0.009  
1006       1005.78 3805.28 16.126  0.015   2.082   0.036   1.243   0.062   2.368   0.018  
1007       2089.77 267.108 16.481  0.020   2.373   0.041   INDEF   INDEF   2.650   0.022  
1008       3935.90 318.216 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1009       3178.28 3891.79 15.735  0.012   1.042   0.027   0.318   0.026   1.051   0.015  
1010       33.089  3559.32 15.651  0.021   2.053   0.040   1.192   0.043   2.381   0.027  
1011       688.960 253.240 15.955  0.022   0.907   0.035   0.470   0.028   INDEF   INDEF  
1012       3582.76 1988.02 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1013       82.829  618.427 15.803  0.024   1.018   0.035   0.627   0.026   INDEF   INDEF  
1014       2528.74 475.066 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1015       3173.40 1704.78 15.697  0.011   1.218   0.023   0.437   0.024   1.203   0.013  
1016       3542.91 2730.30 15.817  0.009   0.931   0.018   0.397   0.022   1.072   0.014  
1017       3883.31 1358.04 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1018       2548.84 753.655 15.822  0.020   1.993   0.036   1.104   0.037   2.058   0.022  
1019       1391.54 3696.21 15.523  0.016   1.051   0.031   0.970   0.032   0.960   0.017  
1020       2539.14 1111.20 15.965  0.026   1.072   0.048   0.238   0.042   1.078   0.064  
1021       3005.47 2746.17 15.839  0.010   0.989   0.019   0.233   0.022   1.085   0.015  
1022       2508.60 706.514 16.136  0.022   2.345   0.041   1.061   0.044   2.576   0.024  
1023       1685.08 3438.15 15.720  0.009   1.035   0.021   0.384   0.024   1.062   0.011  
1024       2674.48 3593.33 15.746  0.012   1.483   0.024   0.931   0.027   1.461   0.013  
1025       548.926 548.161 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1026       3240.82 859.943 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1027       39.463  2239.16 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1028       264.561 2557.86 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1029       1709.40 2638.08 15.727  0.016   1.198   0.023   0.427   0.020   1.235   0.016  
1030       4086.04 3280.95 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1031       1249.55 1321.33 16.776  0.021   2.401   0.033   0.956   0.047   2.678   0.021  
1032       2737.36 820.140 15.772  0.019   1.128   0.034   0.330   0.030   1.092   0.022  
1033       500.147 202.804 15.767  0.023   1.096   0.036   0.585   0.028   INDEF   INDEF  
1034       3123.48 1343.06 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1035       738.324 1633.37 15.773  0.016   0.880   0.035   0.298   0.034   1.033   0.017  
1036       1578.05 2925.09 15.740  0.011   1.122   0.020   0.353   0.019   1.036   0.013  
1037       565.033 2780.54 15.801  0.012   1.031   0.033   0.452   0.034   1.281   0.015  
1038       2384.73 1973.33 15.812  0.013   0.950   0.020   0.308   0.017   0.918   0.015  
1039       1307.23 86.752  15.839  0.020   1.016   0.032   0.400   0.028   1.083   0.024  
1040       3833.61 1353.35 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1041       1194.91 3458.41 15.948  0.010   1.939   0.027   1.172   0.032   2.110   0.012  
1042       3805.23 1519.31 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1043       1617.33 3162.67 16.084  0.010   2.059   0.021   1.223   0.028   2.144   0.011  
1044       489.234 1188.51 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1045       926.537 3372.34 15.839  0.010   0.961   0.030   0.314   0.031   0.989   0.014  
1046       2074.68 3778.93 16.330  0.159   0.134   0.260   INDEF   INDEF   INDEF   INDEF  
1047       576.299 1243.28 15.792  0.016   1.035   0.034   0.337   0.037   1.155   0.020  
1048       3096.23 1571.38 15.805  0.011   1.057   0.023   0.258   0.022   0.948   0.014  
1049       2724.74 2489.01 15.753  0.012   1.001   0.019   0.304   0.020   1.003   0.013  
1050       1384.66 128.014 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1051       1379.56 1565.54 15.802  0.014   1.003   0.021   0.462   0.018   1.113   0.015  
1052       3842.43 3029.77 15.821  0.010   0.874   0.020   0.441   0.019   0.956   0.012  
1053       770.458 1050.18 15.817  0.013   1.011   0.028   0.411   0.030   1.163   0.017  
1054       3109.17 2098.86 15.764  0.010   1.041   0.024   0.258   0.025   1.032   0.013  
1055       2654.29 1759.39 15.691  0.011   1.204   0.026   0.457   0.026   1.084   0.013  
1056       3879.08 3054.56 15.855  0.010   1.011   0.020   0.295   0.020   1.079   0.013  
1057       2011.78 1999.48 15.864  0.009   1.934   0.016   0.854   0.019   2.099   0.011  
1058       3333.96 2159.61 15.764  0.008   1.093   0.020   0.378   0.022   1.061   0.011  
1059       1029.54 5.527   15.870  0.028   0.826   0.037   INDEF   INDEF   1.027   0.031  
1060       1103.81 2072.87 15.779  0.015   1.087   0.026   0.354   0.024   1.181   0.016  
1061       548.142 1181.10 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1062       621.711 1817.25 15.722  0.015   1.148   0.035   0.618   0.035   1.203   0.016  
1063       16.730  3839.95 16.008  0.025   1.584   0.043   INDEF   INDEF   1.852   0.030  
1064       1891.80 2737.17 15.787  0.015   0.929   0.021   0.409   0.017   0.898   0.016  
1065       2275.58 2276.71 15.732  0.016   1.707   0.026   1.248   0.024   1.632   0.016  
1066       3436.53 4082.39 INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF   INDEF  
1067       378.840 3872.14 15.888  0.021   0.824   0.039   0.247   0.037   0.954   0.025  
1068       426.553 3878.08 15.868  0.020   0.961   0.039   0.480   0.038   1.200   0.025  
1069       2065.84 591.089 15.786  0.021   1.329   0.038   0.563   0.035   1.417   0.024  
1070       3123.91 2883.94 15.927  0.009   1.777   0.018   0.914   0.022   2.273   0.012  
1071       887.804 536.832 15.818  0.016   1.000   0.033   0.302   0.035   1.072   0.020  
1072       2402.93 2990.67 15.753  0.009   1.198   0.017   0.519   0.020   1.162   0.011  
1073       1719.52 1295.99 15.820  0.018   1.118   0.027   0.389   0.023   1.240   0.019  
